Human,Algorithm,Runtime
01376562,ERROR: list index out of range,NaN
01376600,01376665,4.086168050765991
01376690,01376689,2.988415002822876
01376800,01376847,2.224980115890503
01376842,01376847,2.3841140270233154
01376850,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01376905,01376905,2.3205461502075195
01377196,00345000,1.8762309551239014
01377200,01377200,1.664919137954712
01377300,00345000,3.408234119415283
01387410,01387399,2.3451318740844727
01387415,01387416,1.786020040512085
01387420,01387479,1.666593074798584
01390200,01390298,1.7755231857299805
01390300,01390196,1.65913987159729
01413070,-1,3.293912172317505
01413085,00345000,2.396055221557617
01413086,01413085,1.5453569889068604
01413088,01413059,3.092940092086792
01413092,00345000,6.139100790023804
0141309730,0141308635,1.6534831523895264
0141309740,01413059,3.108150005340576
01413098,01413060,4.436739921569824
01413099,01413368,5.275442838668823
01413274,01413269,2.6032707691192627
01413276,01413353,4.7579169273376465
01413303,01413264,3.1940841674804688
01413343,01413213,6.050473928451538
01413346,01413321,5.144829034805298
01413370,01413383,3.549231767654419
01413398,01413400,1.7671492099761963
01413408,01413380,4.099371910095215
01413850,01413996,2.015685796737671
01413920,-1,2.217724084854126
01413930,01413924,1.6656699180603027
01413936,01413923,2.557661294937134
01413945,01413948,1.4807910919189453
01413950,01413940,2.7279670238494873
01413990,01413940,3.454249858856201
01414310,01414297,2.4732627868652344
01414340,-1,2.276163101196289
01414349,01414439,3.0260989665985107
01414835,01414834,4.362725734710693
01414840,0141483774,4.016366243362427
01414860,01414844,2.8593101501464844
01414865,01414858,2.421219825744629
01414868,01414870,2.388352870941162
01414875,01414998,1.6490368843078613
01415000,01414390,5.850194931030273
01415200,ERROR: list index out of range,NaN
01415460,01415461,1.90972900390625
01415465,01415498,2.5962438583374023
01416870,ERROR: 'int' object has no attribute 'extension',NaN
01416895,01416895,1.5433251857757568
01417820,01417825,1.534106969833374
01418500,01420310,2.17497181892395
01418798,01418798,1.8337600231170654
01419250,01419195,3.462066173553467
01419500,01420128,2.228160858154297
01420000,01419474,2.3825600147247314
01420497,01420496,1.7427539825439453
01421610,01421611,2.723552942276001
01421640,00345000,5.824731111526489
01422000,01422510,5.348144769668579
01422389,00345000,5.962947130203247
01422530,01422135,7.2538743019104
01422735,01422741,3.2787559032440186
01422738,00345000,5.823841094970703
01422750,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01423500,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01424000,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0142400103,01424102,5.522400140762329
01425000,01425637,1.8242628574371338
01425500,00345000,1.9208881855010986
01425635,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01425637,01425637,2.199742078781128
01425642,01425825,1.907134771347046
01426000,0142564233,1.5308279991149902
01426495,01426497,1.4893510341644287
01426997,0142699714,1.6121070384979248
01427280,01427256,2.4115190505981445
01427500,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01428000,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01432160,01432179,1.6359968185424805
01433000,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0143400650,0143400645,1.8625800609588623
01434008,0143400827,3.3096418380737305
01434017,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01434021,00345000,2.2814998626708984
0143402110,01434021,2.1978759765625
0143402190,01434011,3.3912580013275146
0143402265,01434021,2.746709108352661
0143402270,01434026,3.3455312252044678
0143402380,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0143402404,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0143402409,01434023,1.7361347675323486
0143402427,0143402420,1.759770154953003
0143402430,0143402427,1.8584668636322021
01434070,01434070,3.056385040283203
01434072,01434074,2.394969940185547
0143407250,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01434073,01434073,1.55007004737854
0143407405,0143407345,1.8893311023712158
0143407415,0143407345,2.6629340648651123
01434092,01434088,2.7160539627075195
01434095,01434092,1.6378231048583984
01434097,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01434106,0143410626,2.1605260372161865
01434110,00345000,3.9833829402923584
01434112,01434110,1.9099791049957275
01434176,01434195,1.9463629722595215
01434220,01434195,2.0298197269439697
01434498,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01435000,01435495,2.5054190158843994
01435500,01434992,1.9424710273742676
01435800,00345000,2.6947598457336426
0143620102,01436446,3.0886740684509277
01436725,01436737,2.8060057163238525
01437016,0143701920,1.6766619682312012
01437025,01437400,1.916741132736206
01437345,01437328,2.249955177307129
01437354,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01437400,01437401,2.2555530071258545
0143770004,01437676,1.965742826461792
01496330,00345000,2.787269115447998
014963555,01496355,3.1751041412353516
014963565,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01496370,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01497800,01497808,2.3329620361328125
01497842,0149853344,4.104540824890137
01498500,01497812,3.2880797386169434
01499000,01498610,2.2010340690612793
01500000,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0150050010,01500500,2.756197929382324
01500628,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01500832,00345000,2.275466203689575
01500859,01500760,2.3134801387786865
01501000,01501008,4.361418962478638
01501015,01500996,2.804452896118164
01501092,00345000,2.383531093597412
01501140,00345000,3.3908908367156982
01501500,00345000,2.665618896484375
01502632,01502587,2.651899814605713
01502701,0150270123,1.6224181652069092
01502702,01502700,2.0640101432800293
01502703,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01503500,01503500,2.096024751663208
01503960,01503961,2.6088180541992188
01503980,00345000,2.9376630783081055
01505020,ERROR: 'int' object has no attribute 'extension',NaN
01505032,01505031,3.270681858062744
01505810,00345000,6.392059803009033
01507500,00345000,8.426618814468384
01507975,01507967,4.218513011932373
01508000,01507835,3.203004837036133
01508803,01508875,4.807199954986572
01508946,01508945,2.6514909267425537
01510610,01510454,3.493854284286499
01513713,01513703,2.381157159805298
01513725,0151372559,2.9609673023223877
01513759,01513786,1.8873250484466553
01513796,00345000,1.8912789821624756
01513797,01513797,1.5241458415985107
01513798,01513699,2.0096380710601807
01513927,00345000,3.6914801597595215
01514490,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
01514666,01514653,2.1011741161346436
01515583,01515583,1.6445999145507812
01515586,01515589,1.9336702823638916
01515592,01515580,2.84879207611084
01515615,00345000,2.930803060531616
01515820,00345000,2.483484983444214
01520500,00345000,2.4231510162353516
01521500,ERROR: list index out of range,NaN
01521580,ERROR: list index out of range,NaN
01521596,01521545,2.1341392993927
01522075,01522477,2.1324808597564697
01522500,01522524,2.8287699222564697
01523000,01523495,2.8030037879943848
01523500,01521459,2.245537042617798
01524500,01524516,1.8350787162780762
01524520,01524530,1.9792399406433105
01524540,00345000,3.5336368083953857
01525500,00345000,2.334268808364868
01525650,01525981,2.165902614593506
01525981,01525998,1.8243248462677002
01526000,01525633,2.4311718940734863
01526495,01526498,2.955562114715576
01526500,00345000,1.9719951152801514
01526501,01526500,1.5495378971099854
01526980,01526965,2.2285032272338867
01528320,00345000,2.7055649757385254
01528700,00345000,3.143176317214966
01528790,00345000,3.722301959991455
01529000,01529470,2.642500877380371
01529500,01529517,4.260143041610718
01529570,01529756,3.2877440452575684
01529785,01529786,3.3661067485809326
01529790,01529548,3.5442748069763184
01530301,00345000,2.5199759006500244
01530330,01530327,1.6613459587097168
01530332,01530496,2.1831610202789307
01530380,00345000,3.9565958976745605
01530500,01530327,1.7541093826293945
01531000,00345000,2.293843984603882
03010632,03010717,2.1873180866241455
03010674,00345000,4.18253493309021
03010743,03010689,2.8952910900115967
03011028,03011026,1.914557933807373
03011031,03011027,3.2066800594329834
03011505,00345000,3.580638885498047
03013007,00345000,2.2595551013946533
03013800,03013943,1.7773871421813965
03014500,00345000,4.209536075592041
04213320,00345000,2.1378629207611084
04213376,04213372,1.634505033493042
04213399,00345000,2.54311203956604
04213440,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04213450,00345000,3.529499053955078
04213490,04213462,2.861927032470703
04213505,04213498,2.512601137161255
0421402003,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04214021,ERROR: list index out of range,NaN
04214250,04214247,2.0903539657592773
04214270,00345000,1.8749313354492188
04214400,00345000,3.942415714263916
04214410,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04214500,04215481,2.0781092643737793
04214980,04214962,3.3824052810668945
04215250,04215366,3.088660955429077
04215350,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04215368,04215248,1.6155779361724854
04215900,ERROR: list index out of range,NaN
04219000,04234233,2.722694158554077
0421964005,04219640,2.43159818649292
04219645,04219642,2.0480289459228516
04219720,00345000,2.314816951751709
04219726,00345000,1.861557960510254
04219760,0421975461,3.772923231124878
04219775,00345000,2.177457094192505
04219915,00345000,2.0122482776641846
04219940,ERROR: list index out of range,NaN
04219979,04219960,3.1631972789764404
0421999720,0421999724,2.9892969131469727
0421999750,0421999834,2.178657054901123
0422016550,00345000,2.2084929943084717
04220200,00345000,3.138291120529175
04220223,00345000,2.748325824737549
04220245,04220235,2.4100217819213867
0422026250,00345000,2.2293801307678223
0422028490,00345000,3.017242670059204
04220350,00345000,3.406484842300415
04220470,ERROR: determineNewSiteID_Timely() [Error]: Could not determine ID in time,NaN
0422151210,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04221600,04221590,2.4471640586853027
04221698,04221658,2.142781972885132
04224775,04224760,3.8111109733581543
04224803,04224804,1.9340169429779053
04224900,00345000,2.1852309703826904
04225500,00345000,2.7583348751068115
04226000,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04227994,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04227995,00345000,2.266541004180908
04228880,04228882,1.9821062088012695
04228890,04228886,2.8691179752349854
04228905,04228899,3.138735294342041
04228915,00345000,2.3606948852539062
04228916,04228916,2.163280963897705
04228950,04228987,3.5686137676239014
04230055,00345000,4.121690034866333
04231000,04231015,2.7231690883636475
04231321,04231325,1.971684217453003
04231322,04231322,3.5793521404266357
04231323,04231323,1.5359878540039062
04231324,04231324,1.71474289894104
04231325,04231324,1.7647888660430908
04231326,04231321,2.3653740882873535
04231330,04231380,2.922653913497925
04231338,04231341,2.128153085708618
04231347,00345000,2.018427848815918
04231357,00345000,2.1536660194396973
0423136003,0423136003,2.987291097640991
04231368,04231329,2.0543301105499268
0423140105,04231400,2.2591381072998047
04231402,04231422,2.0368828773498535
04231417,0423141745,3.699742078781128
04231800,04231800,2.1932289600372314
04232047,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0423204920,04232042,2.7649221420288086
0423205023,04232048,3.583207845687866
04232087,00345000,2.962830066680908
04232100,04232123,2.3850111961364746
04232133,00345000,5.709475040435791
04232200,04232307,4.878600835800171
04232406,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04232460,00345000,4.756174087524414
04232630,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04232880,04232888,5.918472051620483
04232890,04232969,6.3360090255737305
04233053,04233058,4.670223236083984
04233060,04233060,2.674753189086914
04233065,04233074,2.228976249694824
04233075,04233068,2.1348648071289062
04233080,04233081,3.230252981185913
04233085,0423309135,1.9864110946655273
04233090,04233083,1.712486982345581
04233092,0423309625,1.8606886863708496
04233095,04233090,2.05535888671875
04233097,00345000,3.0278232097625732
04233100,04233097,1.9715237617492676
0423315020,04233135,2.5638558864593506
0423315050,04233097,2.0636990070343018
04233212,04233211,2.7941367626190186
04233214,04233205,2.7035646438598633
04233216,04233209,2.072288990020752
04233253,00345000,2.769091844558716
04233255,04233253,3.524195909500122
04233281,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04233310,04233231,2.533643960952759
04233678,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04233679,0423367621,2.2656478881835938
04233680,04233679,2.70056414604187
0423368010,04233681,2.0730350017547607
0423368020,04233677,1.975679874420166
04234000,04233996,2.046138048171997
04234001,04233479,2.8902220726013184
04234010,00345000,3.3607239723205566
0423403010,0423401734,2.4302263259887695
0423403092,04234007,2.4326820373535156
042340588,04234047,3.143758773803711
04234059,04234054,2.931879758834839
04234200,04234226,1.8072478771209717
04234232,04234189,4.337296962738037
04234270,04218935,4.552448987960815
04234363,00345000,4.965235948562622
04235271,ERROR: 'int' object has no attribute 'extension',NaN
04235276,ERROR: list index out of range,NaN
04235401,04235430,2.8980228900909424
04235500,04235500,4.661963939666748
04235820,04235815,3.4659571647644043
0423600005,04236497,2.361052989959717
04236800,00345000,2.763864040374756
04237500,00345000,4.226034879684448
04237501,04237500,2.3926737308502197
04237575,0424050865,2.875915050506592
04237906,04237908,3.4475491046905518
04237932,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04237946,04237944,3.866774082183838
0423794601,04237946,3.9228639602661133
04237950,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04237957,04237956,3.849471092224121
04238550,04238974,5.214739799499512
04240010,04240010,1.917146921157837
04240011,04240010,2.249933958053589
04240105,04240015,3.5035719871520996
0424011445,04240101,2.7026190757751465
04240150,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
0424015305,0424014819,2.908738851547241
04240158,0424015847,4.4110260009765625
0424016975,04240169,2.041563034057617
04240200,04240254,2.670522928237915
04242795,00345000,5.531558990478516
04243783,ERROR: 'int' object has no attribute 'extension',NaN
04245200,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04245840,0424597732,2.8518593311309814
04245932,04245932,3.7895989418029785
04245988,04245988,2.444119930267334
04246000,0424658129,3.1868011951446533
04246500,ERROR: determineNewSiteID_Timely() [Error]: Could not determine ID in time,NaN
04246501,ERROR: determineNewSiteID_Timely() [Error]: Could not determine ID in time,NaN
04246580,04246570,2.262824296951294
04246581,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04247055,04247051,3.4939823150634766
042490673,00345000,2.47809100151062
04249100,04249098,4.004548072814941
04249850,04249868,2.501235008239746
04249910,ERROR: Error: Unimplemented conflicting series check!,NaN
04249960,04249961,1.628396987915039
04249965,ERROR: Error: Unimplemented conflicting series check!,NaN
04250000,ERROR: Error: Unimplemented conflicting series check!,NaN
04250380,04250308,2.0272738933563232
04250385,04250392,2.0062952041625977
04250502,04250496,2.24326491355896
04250575,00345000,3.9541900157928467
04250628,04250621,1.885310173034668
0425063130,0425062832,2.067556858062744
04250730,04250735,2.150575876235962
04250736,00345000,2.9608309268951416
04250737,04250736,2.2219767570495605
04250750,00345000,2.0609617233276367
04250752,04250569,2.4812700748443604
0425078820,00345000,4.422231912612915
04250880,04250886,2.296147108078003
04250995,04250995,1.629580020904541
04252380,04252396,1.7772259712219238
04252505,00345000,3.7862188816070557
04253000,04252987,4.0185160636901855
04253005,04252978,3.1790573596954346
04253020,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04253025,04254177,4.8946449756622314
04253775,04253772,1.74527907371521
04254907,04254904,2.4398319721221924
04254965,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04254972,04254967,1.7363848686218262
04254978,04254995,5.5562849044799805
04255000,04254999,2.9013710021972656
04255010,04255533,6.284432888031006
04255020,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04256010,0425601250,6.486337900161743
04256050,ERROR: list index out of range,NaN
04256460,0425649145,3.0739951133728027
0425648520,04256484,2.3801727294921875
0425648805,0425648705,2.5526440143585205
04256490,04256440,2.8225321769714355
04257150,04257211,4.312281847000122
04257500,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04257950,04257945,2.739823818206787
04258005,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04258500,04258672,2.2142839431762695
04259440,04259434,3.615406036376953
04259500,04260091,3.1897518634796143
04260575,00345000,2.069181203842163
04260990,00345000,2.1654138565063477
04262500,00345000,4.35877799987793
04262650,00345000,2.399768114089966
04263050,04263422,2.5532889366149902
04263291,04263290,2.09122896194458
04263990,04263992,3.558846950531006
04264200,ERROR: 'int' object has no attribute 'extension',NaN
04264350,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04264400,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04264500,00345000,3.825467109680176
04264800,04264561,5.1788411140441895
04265425,00345000,3.4404821395874023
04265430,04265424,2.1196680068969727
0426545295,04265448,1.783789873123169
04266850,00345000,3.8953630924224854
04267700,00345000,3.7149569988250732
04267790,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04268300,04268270,2.0814552307128906
04268390,04268393,2.4832546710968018
04268600,00345000,3.7681920528411865
04268730,04268839,2.4702610969543457
04268900,04268686,2.6557281017303467
04269010,0426949804,2.9305360317230225
04269043,0426905345,2.847515821456909
04269050,04269000,2.875102996826172
04269100,00345000,2.636958360671997
04269505,00345000,3.0024471282958984
04269850,04269837,3.355703115463257
04270030,04270042,1.8731379508972168
04270050,00345000,2.390159845352173
04270100,04270149,3.1968297958374023
04270150,04270094,2.03377366065979
04270162,04270145,1.9399359226226807
04270180,04270109,2.3051199913024902
04270200,04270129,3.7817461490631104
0427050490,00345000,2.182900905609131
0427050491,0427050490,1.5336971282958984
04270540,00345000,2.3913111686706543
04270600,00345000,3.9037067890167236
04270700,00345000,4.068174123764038
04270800,00345000,4.782848119735718
04271555,00345000,3.487811803817749
04272507,04272495,2.833829879760742
04272540,04272530,4.857481956481934
04272600,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04272700,00345000,4.214258909225464
04272716,04272994,2.651055097579956
0427302480,04272990,3.5567240715026855
04273800,0427379950,1.8950207233428955
04274000,00345000,2.130039930343628
04274515,04274995,2.648636817932129
04276030,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04276900,ERROR: isolateNetwork() [Error]: User Click was not snapped to line!,NaN
04276920,04276885,2.5341219902038574
04278300,04278303,3.4452531337738037
04279000,04294369,3.1956799030303955
0427900105,00345000,2.0854058265686035
0428049005,04280494,2.1255300045013428
04280501,04280159,2.6314151287078857
0428074105,04280722,3.676201105117798
04294402,04279060,3.190161943435669
